name,latitude,longitude,type,color
KIS141,2.80692,99.62492,RANTAU PRAPAT,success
KIS142,2.87615,99.4678,RANTAU PRAPAT,success
KIS145,2.90225,99.50685,RANTAU PRAPAT,success
KIS147,2.99053,99.76678,RANTAU PRAPAT,success
KIS155,2.68542,99.68237,RANTAU PRAPAT,success
KIS157,2.91427,99.5637,RANTAU PRAPAT,success
KIS158,3.06812,99.6173,RANTAU PRAPAT,success
KIS159,3.09938,99.632,RANTAU PRAPAT,success
KIS160,2.94842,99.65292,RANTAU PRAPAT,success
KIS187,2.64862,99.7398,RANTAU PRAPAT,success
KIS188,2.65375,99.6825,RANTAU PRAPAT,success
KIS189,2.91254,99.59355,RANTAU PRAPAT,success
KIS190,2.86116,99.56282,RANTAU PRAPAT,success
KIS191,3.0335,99.79921,RANTAU PRAPAT,success
KIS192,3.09342,99.78316,RANTAU PRAPAT,success
KIS222,2.98025,99.61218,RANTAU PRAPAT,success
KIS230,2.90591,99.74722,RANTAU PRAPAT,success
KIS233,2.7214,99.6131,RANTAU PRAPAT,success
KIS235,2.97507,99.53405,RANTAU PRAPAT,success
KIS236,2.64661,99.3696,RANTAU PRAPAT,success
KIS268,2.97795,99.63652,RANTAU PRAPAT,success
KIS282,2.98565,99.62656,RANTAU PRAPAT,success
KIS286,2.98877,99.63504,RANTAU PRAPAT,success
KIS294,2.98205,99.61879,RANTAU PRAPAT,success
KIS305,2.67293,99.4192,RANTAU PRAPAT,success
KIS306,3.02572,99.73219,RANTAU PRAPAT,success
KIS307,2.88608,99.6817,RANTAU PRAPAT,success
KIS333,2.73879,99.29048,RANTAU PRAPAT,success
KIS341,2.9803,99.6293,RANTAU PRAPAT,success
KIS342,2.99169,99.65717,RANTAU PRAPAT,success
KIS343,2.98566,99.62037,RANTAU PRAPAT,success
KIS344,2.97828,99.64219,RANTAU PRAPAT,success
KIS345,2.97006,99.64019,RANTAU PRAPAT,success
KIS357,2.90525,99.62945,RANTAU PRAPAT,success
KIS359,3.02696,99.6298,RANTAU PRAPAT,success
KIS360,2.73819,99.69607,RANTAU PRAPAT,success
KIS361,2.62918,99.74629,RANTAU PRAPAT,success
KIS363,2.97722,99.68583,RANTAU PRAPAT,success
KIS389,2.68448,99.49837,RANTAU PRAPAT,success
KIS401,2.76862,99.48154,RANTAU PRAPAT,success
KIS402,2.6713,99.49586,RANTAU PRAPAT,success
KIS412,2.59825,99.69977,RANTAU PRAPAT,success
KIS415,2.9091,99.7264,RANTAU PRAPAT,success
KIS418,2.68584,99.57837,RANTAU PRAPAT,success
KIS419,2.97257,99.75307,RANTAU PRAPAT,success
KIS421,2.78948,99.5967,RANTAU PRAPAT,success
KIS422,2.97093,99.50485,RANTAU PRAPAT,success
KIS424,2.99684,99.58117,RANTAU PRAPAT,success
KIS427,3.013,99.8567,RANTAU PRAPAT,success
KIS439,2.7757,99.40672,RANTAU PRAPAT,success
KIS442,3.07213056,99.6515888,RANTAU PRAPAT,success
KIS444,2.80197,99.72527,RANTAU PRAPAT,success
KIS445,2.94881,99.52399,RANTAU PRAPAT,success
KIS484,2.97762,99.65119,RANTAU PRAPAT,success
KIS485,2.98577,99.5974,RANTAU PRAPAT,success
KIS486,2.96645,99.69498,RANTAU PRAPAT,success
KIS487,2.98349,99.61546,RANTAU PRAPAT,success
KIS488,3.00795,99.61069,RANTAU PRAPAT,success
KIS489,2.98174,99.62149,RANTAU PRAPAT,success
KIS490,2.97444,99.6291,RANTAU PRAPAT,success
KIS491,2.97991,99.65661,RANTAU PRAPAT,success
KIS494,2.67077,99.60109,RANTAU PRAPAT,success
KIS495,3.01413,99.5959,RANTAU PRAPAT,success
KIS496,2.98169,99.62599,RANTAU PRAPAT,success
KIS497,2.98326,99.62315,RANTAU PRAPAT,success
KIS500,2.9691,99.62714,RANTAU PRAPAT,success
KIS501,2.97241,99.64599,RANTAU PRAPAT,success
KIS502,3.01753,99.5938,RANTAU PRAPAT,success
KIS503,2.92287,99.73252,RANTAU PRAPAT,success
KIS504,2.9067,99.70443,RANTAU PRAPAT,success
KIS507,2.83558,99.63721,RANTAU PRAPAT,success
KIS512,2.97834,99.61637,RANTAU PRAPAT,success
KIS513,2.98339,99.62876,RANTAU PRAPAT,success
KIS514,2.96965,99.62038,RANTAU PRAPAT,success
KIS515,2.97663,99.63185,RANTAU PRAPAT,success
KIS516,2.69327,99.59822,RANTAU PRAPAT,success
KIS520,2.96111,99.5949,RANTAU PRAPAT,success
KIS522,2.98624,99.67493,RANTAU PRAPAT,success
KIS524,2.8237,99.57264,RANTAU PRAPAT,success
KIS527,2.97857,99.60476,RANTAU PRAPAT,success
KIS528,2.76991,99.39004,RANTAU PRAPAT,success
KIS529,2.78167,99.29291,RANTAU PRAPAT,success
KIS530,2.82115,99.62233,RANTAU PRAPAT,success
KIS531,2.94223,99.5781,RANTAU PRAPAT,success
KIS533,2.89973,99.52217,RANTAU PRAPAT,success
KIS534,3.01899,99.85533,RANTAU PRAPAT,success
KIS535,2.79443,99.3777,RANTAU PRAPAT,success
KIS537,3.04307,99.60097,RANTAU PRAPAT,success
KIS539,3.10055,99.59822,RANTAU PRAPAT,success
KIS540,2.62443,99.66348,RANTAU PRAPAT,success
KIS541,3.00883,99.6014,RANTAU PRAPAT,success
KIS542,2.99508,99.73386,RANTAU PRAPAT,success
KIS543,2.99013,99.6423,RANTAU PRAPAT,success
KIS546,2.87146,99.67399,RANTAU PRAPAT,success
KIS547,2.79388,99.6184,RANTAU PRAPAT,success
KIS550,2.96866,99.7043,RANTAU PRAPAT,success
KIS551,2.92795,99.6932,RANTAU PRAPAT,success
KIS552,3.00187,99.61396,RANTAU PRAPAT,success
KIS553,2.96442,99.63206,RANTAU PRAPAT,success
KIS554,2.84352,99.47669,RANTAU PRAPAT,success
KIS558,2.68833,99.3991,RANTAU PRAPAT,success
KIS562,3.0758,99.62983,RANTAU PRAPAT,success
KIS563,2.78129,99.50471,RANTAU PRAPAT,success
KIS564,2.92868,99.64381,RANTAU PRAPAT,success
KIS565,3.09809,99.71102,RANTAU PRAPAT,success
KIS566,2.95776,99.64869,RANTAU PRAPAT,success
KIS568,3.05867,99.73086,RANTAU PRAPAT,success
KIS569,2.70906,99.6211,RANTAU PRAPAT,success
KIS571,2.65566,99.65321,RANTAU PRAPAT,success
KIS573,2.72656,99.67936,RANTAU PRAPAT,success
KIS576,2.98469,99.53127,RANTAU PRAPAT,success
KIS578,2.63398,99.71922,RANTAU PRAPAT,success
KIS580,2.69615,99.55585,RANTAU PRAPAT,success
KIS582,2.87156,99.4994,RANTAU PRAPAT,success
KIS583,3.05853,99.6569,RANTAU PRAPAT,success
KIS584,2.93153,99.91133,RANTAU PRAPAT,success
KIS585,2.87279,99.86013,RANTAU PRAPAT,success
KIS587,2.97816,99.62638,RANTAU PRAPAT,success
KIS588,2.91225,99.49399,RANTAU PRAPAT,success
KIS589,2.8939,99.5677,RANTAU PRAPAT,success
KIS590,2.95014,99.54327,RANTAU PRAPAT,success
KIS591,2.69025,99.35029,RANTAU PRAPAT,success
KIS592,3.05282,99.69801,RANTAU PRAPAT,success
KIS593,3.05411,99.79304,RANTAU PRAPAT,success
KIS595,2.64094,99.59933,RANTAU PRAPAT,success
KIS596,2.85318,99.335,RANTAU PRAPAT,success
KIS599,2.83256,99.42519,RANTAU PRAPAT,success
KIS600,2.88438,99.61644,RANTAU PRAPAT,success
KIS607,2.99279,99.6262,RANTAU PRAPAT,success
KIS608,3.09948,99.76089,RANTAU PRAPAT,success
KIS617,3.01828,99.58306,RANTAU PRAPAT,success
KIS618,2.81105,99.53457,RANTAU PRAPAT,success
KIS631,2.97482,99.57023,RANTAU PRAPAT,success
KIS636,2.83561,99.69777,RANTAU PRAPAT,success
KIS653,3.00904,99.6964,RANTAU PRAPAT,success
KIS657,2.92722,99.67509,RANTAU PRAPAT,success
KIS671,2.99561,99.70558,RANTAU PRAPAT,success
KIS674,2.73066,99.58844,RANTAU PRAPAT,success
KIS684,2.98433,99.66398,RANTAU PRAPAT,success
KIS685,2.97955,99.67128,RANTAU PRAPAT,success
KIS686,2.97418,99.67762,RANTAU PRAPAT,success
KIS687,2.97032,99.68542,RANTAU PRAPAT,success
KIS699,2.98411,99.5923,RANTAU PRAPAT,success
KIS701,2.96591,99.6241,RANTAU PRAPAT,success
KIS703,2.98145,99.63366,RANTAU PRAPAT,success
KIS711,2.97239,99.61296,RANTAU PRAPAT,success
KIS714,2.97736,99.61349,RANTAU PRAPAT,success
KIS722,2.98435,99.60998,RANTAU PRAPAT,success
KIS727,2.9899,99.61502,RANTAU PRAPAT,success
KIS728,2.96978,99.63475,RANTAU PRAPAT,success
KIS733,2.99307,99.63794,RANTAU PRAPAT,success
KIS768,2.77145,99.34363,RANTAU PRAPAT,success
KIS769,2.66842,99.5155,RANTAU PRAPAT,success
KIS770,2.65072,99.63244,RANTAU PRAPAT,success
KIS771,2.91891,99.54614,RANTAU PRAPAT,success
KIS772,3.0698,99.6018,RANTAU PRAPAT,success
KIS777,3.00833,99.8487,RANTAU PRAPAT,success
KIS779,2.95369,99.66947,RANTAU PRAPAT,success
KIS780,2.9294,99.86109,RANTAU PRAPAT,success
KIS811,2.76637,99.60806,RANTAU PRAPAT,success
KIS832,2.93199,99.61777,RANTAU PRAPAT,success
KIS850,2.79872,99.66754,RANTAU PRAPAT,success
KIS869,2.94674,99.49408,RANTAU PRAPAT,success
KIS873,2.92176,99.72491,RANTAU PRAPAT,success
KIS903,2.95922,99.73182,RANTAU PRAPAT,success
KIS904,2.66303,99.70532,RANTAU PRAPAT,success
KIS927,2.94215,99.46239,RANTAU PRAPAT,success
KIS969,2.93002,99.9694,RANTAU PRAPAT,success
KIS998,2.91115,99.86078,RANTAU PRAPAT,success
KIS999,2.93434,99.74554,RANTAU PRAPAT,success
PMR007,2.78559,99.24621,RANTAU PRAPAT,success
RAP296,2.61863,99.5473,RANTAU PRAPAT,success
RAP298,2.62669,99.4852,RANTAU PRAPAT,success
RAP356,2.60013,99.56551,RANTAU PRAPAT,success
RAP407,2.84904,99.95171,RANTAU PRAPAT,success
RAP414,2.5801,99.63853,RANTAU PRAPAT,success
RAP416,2.58689,99.66068,RANTAU PRAPAT,success
RAP812,2.58354,99.65206,RANTAU PRAPAT,success
RAP910,2.60524,99.52148,RANTAU PRAPAT,success
TJB605,3.00161,99.8264,RANTAU PRAPAT,success
TJB660,2.97123,99.8131,RANTAU PRAPAT,success
TJB702,3.00105,99.82016,RANTAU PRAPAT,success
AKN014,2.26131,99.80667,RANTAU PRAPAT,success
AKN020,2.2969998,99.381109,RANTAU PRAPAT,success
COA022,1.54258,100.31172,RANTAU PRAPAT,success
COA055,1.98175,100.22272,RANTAU PRAPAT,success
COA071,1.89218,100.2413,RANTAU PRAPAT,success
KPN001,1.8217374,99.897947,RANTAU PRAPAT,success
KPN002,1.71659,100.19735,RANTAU PRAPAT,success
KPN003,1.74538,99.91525,RANTAU PRAPAT,success
KPN004,1.64129,100.27754,RANTAU PRAPAT,success
KPN006,1.73832,99.80772,RANTAU PRAPAT,success
KPN007,1.8917,100.1062,RANTAU PRAPAT,success
KPN008,1.75377,99.99851,RANTAU PRAPAT,success
KPN011,1.70477,100.17874,RANTAU PRAPAT,success
RAP030,2.18684,100.258,RANTAU PRAPAT,success
RAP048,1.78125,99.90218,RANTAU PRAPAT,success
RAP049,1.77808,100.12125,RANTAU PRAPAT,success
RAP069,1.89635,100.1871,RANTAU PRAPAT,success
RAP087,1.56804,100.23421,RANTAU PRAPAT,success
RAP090,1.66937,100.32845,RANTAU PRAPAT,success
RAP100,1.88726,100.08787,RANTAU PRAPAT,success
RAP134,1.80499,100.04812,RANTAU PRAPAT,success
RAP148,1.89444,100.09131,RANTAU PRAPAT,success
RAP151,2.11794,100.24,RANTAU PRAPAT,success
RAP255,2.03945,100.1017,RANTAU PRAPAT,success
RAP258,1.9609,100.13135,RANTAU PRAPAT,success
RAP259,1.94545,100.05596,RANTAU PRAPAT,success
RAP260,1.8462,100.17,RANTAU PRAPAT,success
RAP263,1.89563,100.083,RANTAU PRAPAT,success
RAP264,1.76185,100.252,RANTAU PRAPAT,success
RAP266,1.84106,100.27305,RANTAU PRAPAT,success
RAP274,1.8622,100.13918,RANTAU PRAPAT,success
RAP279,1.88019,99.9348,RANTAU PRAPAT,success
RAP287,1.93946,100.08511,RANTAU PRAPAT,success
RAP299,1.92873,99.9432,RANTAU PRAPAT,success
RAP303,1.94522,100.19743,RANTAU PRAPAT,success
RAP338,1.7932,100.19337,RANTAU PRAPAT,success
RAP374,1.78763,100.20713,RANTAU PRAPAT,success
RAP394,1.92395,100.215,RANTAU PRAPAT,success
RAP397,1.82438,99.96364,RANTAU PRAPAT,success
RAP405,1.71483,99.83815,RANTAU PRAPAT,success
RAP425,2.37075,100.19558,RANTAU PRAPAT,success
RAP458,1.94555,100.26226,RANTAU PRAPAT,success
RAP597,1.89196,100.08691,RANTAU PRAPAT,success
RAP614,1.67456,100.24727,RANTAU PRAPAT,success
RAP627,1.72753,99.96153,RANTAU PRAPAT,success
RAP635,2.03,100.09037,RANTAU PRAPAT,success
RAP639,1.78573,100.20235,RANTAU PRAPAT,success
RAP641,1.88998,100.0924,RANTAU PRAPAT,success
RAP644,1.78408,100.21141,RANTAU PRAPAT,success
RAP669,1.95395,100.10301,RANTAU PRAPAT,success
RAP707,1.8278,100.18665,RANTAU PRAPAT,success
RAP754,1.85268,99.90386,RANTAU PRAPAT,success
RAP784,2.08146,100.09702,RANTAU PRAPAT,success
RAP802,1.94022,100.09609,RANTAU PRAPAT,success
RAP805,2.002,100.10384,RANTAU PRAPAT,success
RAP810,1.89181,100.07,RANTAU PRAPAT,success
RAP817,1.82093,100.2531,RANTAU PRAPAT,success
RAP818,1.89123,100.09593,RANTAU PRAPAT,success
RAP822,2.01603,100.13071,RANTAU PRAPAT,success
RAP824,1.7985,100.16144,RANTAU PRAPAT,success
RAP834,1.87127,100.04762,RANTAU PRAPAT,success
RAP835,1.83267,100.01104,RANTAU PRAPAT,success
RAP836,1.76675,100.0085,RANTAU PRAPAT,success
RAP848,1.73156,100.05416,RANTAU PRAPAT,success
RAP851,1.94552,100.24616,RANTAU PRAPAT,success
RAP854,1.71914,99.9228,RANTAU PRAPAT,success
RAP857,1.76794,99.8461,RANTAU PRAPAT,success
RAP867,1.82519,100.13489,RANTAU PRAPAT,success
RAP880,1.90126,100.08611,RANTAU PRAPAT,success
RAP883,1.80433,100.18801,RANTAU PRAPAT,success
RAP889,1.80528,100.03107,RANTAU PRAPAT,success
RAP892,2.08078,100.0735,RANTAU PRAPAT,success
RAP896,1.85702,100.15127,RANTAU PRAPAT,success
RAP902,1.87621,100.17595,RANTAU PRAPAT,success
RAP907,1.85074,99.9479,RANTAU PRAPAT,success
RAP911,1.87136,100.117,RANTAU PRAPAT,success
RAP913,2.11551,100.22582,RANTAU PRAPAT,success
RAP916,1.94588,99.99295,RANTAU PRAPAT,success
RAP919,1.77372,99.7966,RANTAU PRAPAT,success
RAP921,1.96429,99.93636,RANTAU PRAPAT,success
RAP922,1.67198,100.16103,RANTAU PRAPAT,success
RAP923,1.70423,100.2268,RANTAU PRAPAT,success
RAP924,1.70753,100.28723,RANTAU PRAPAT,success
RAP931,1.8069,99.87882,RANTAU PRAPAT,success
RAP940,1.7793,100.2263,RANTAU PRAPAT,success
RAP942,1.68503,100.205,RANTAU PRAPAT,success
RAP944,1.89253,99.9728,RANTAU PRAPAT,success
RAP947,1.68088,99.85068,RANTAU PRAPAT,success
RAP950,1.6418,100.18135,RANTAU PRAPAT,success
RAP959,2.055,100.14194,RANTAU PRAPAT,success
RAP960,1.90542,99.9333,RANTAU PRAPAT,success
RAP966,2.02171,100.26915,RANTAU PRAPAT,success
RAP987,1.98398,100.27063,RANTAU PRAPAT,success
RAP997,2.04471,100.26863,RANTAU PRAPAT,success
RPX005,2.12666,99.80511,RANTAU PRAPAT,success
RAP271,1.70081,100.04254,RANTAU PRAPAT,success
RAP395,2.215673,100.250807,RANTAU PRAPAT,success
RAP475,2.48873,99.68696,RANTAU PRAPAT,success
RAP557,2.3369,99.78279,RANTAU PRAPAT,success
RAP300,1.95339,99.89795,RANTAU PRAPAT,success
AKN001,2.55233,99.66973,RANTAU PRAPAT,success
AKN002,2.245078,99.738111,RANTAU PRAPAT,success
AKN003,2.301506,99.7846,RANTAU PRAPAT,success
AKN004,2.2210116,99.678698,RANTAU PRAPAT,success
AKN005,2.42784,99.73418,RANTAU PRAPAT,success
AKN006,2.19193,99.7251,RANTAU PRAPAT,success
AKN007,2.55025,99.93867,RANTAU PRAPAT,success
AKN008,2.4343,99.76768,RANTAU PRAPAT,success
AKN009,2.64103,100.04269,RANTAU PRAPAT,success
AKN010,2.52128,99.65192,RANTAU PRAPAT,success
AKN011,2.56037,99.86658,RANTAU PRAPAT,success
AKN012,2.2047,99.77263,RANTAU PRAPAT,success
AKN013,2.68993,99.89964,RANTAU PRAPAT,success
AKN015,2.76533,99.97547,RANTAU PRAPAT,success
COA070,2.22901,99.75137,RANTAU PRAPAT,success
KIS594,2.58159,99.7798,RANTAU PRAPAT,success
RAP027,2.52812,100.02723,RANTAU PRAPAT,success
RAP040,2.53286,99.90781,RANTAU PRAPAT,success
RAP041,2.21449,99.9369,RANTAU PRAPAT,success
RAP042,2.40026,99.79092,RANTAU PRAPAT,success
RAP047,2.54269,99.88207,RANTAU PRAPAT,success
RAP058,2.42156,99.68277,RANTAU PRAPAT,success
RAP061,2.39452,99.7014,RANTAU PRAPAT,success
RAP067,2.26138,99.88641,RANTAU PRAPAT,success
RAP070,2.28927,99.7086,RANTAU PRAPAT,success
RAP122,2.54259,99.52762,RANTAU PRAPAT,success
RAP135,2.56861,99.64722,RANTAU PRAPAT,success
RAP153,2.71776,99.903,RANTAU PRAPAT,success
RAP180,2.75598,99.98077,RANTAU PRAPAT,success
RAP217,2.51512,99.72198,RANTAU PRAPAT,success
RAP253,2.32761,99.71569,RANTAU PRAPAT,success
RAP254,2.29666,99.74051,RANTAU PRAPAT,success
RAP262,2.47788,99.65442,RANTAU PRAPAT,success
RAP265,2.55605,99.72009,RANTAU PRAPAT,success
RAP270,2.55073,99.62879,RANTAU PRAPAT,success
RAP276,2.51855,99.69402,RANTAU PRAPAT,success
RAP277,2.36669,99.83164,RANTAU PRAPAT,success
RAP291,2.29475,99.67749,RANTAU PRAPAT,success
RAP292,2.26595,99.65474,RANTAU PRAPAT,success
RAP293,2.55162,99.97917,RANTAU PRAPAT,success
RAP317,2.57097,99.65089,RANTAU PRAPAT,success
RAP384,2.57164,99.64161,RANTAU PRAPAT,success
RAP386,2.57558,99.65393,RANTAU PRAPAT,success
RAP396,2.2341,99.90515,RANTAU PRAPAT,success
RAP399,2.56775,99.6524,RANTAU PRAPAT,success
RAP408,2.66382,99.949,RANTAU PRAPAT,success
RAP464,2.55716,99.84608,RANTAU PRAPAT,success
RAP469,2.44837,99.62864,RANTAU PRAPAT,success
RAP471,2.57349,99.60884,RANTAU PRAPAT,success
RAP474,2.56515,99.77594,RANTAU PRAPAT,success
RAP498,2.58649,99.53371,RANTAU PRAPAT,success
RAP525,2.56619,99.57513,RANTAU PRAPAT,success
RAP532,2.53585,99.7633,RANTAU PRAPAT,success
RAP577,2.30475,99.74127,RANTAU PRAPAT,success
RAP598,2.26281,99.77111,RANTAU PRAPAT,success
RAP616,2.51329,99.75791,RANTAU PRAPAT,success
RAP647,2.56532,99.65162,RANTAU PRAPAT,success
RAP726,2.56947,99.65594,RANTAU PRAPAT,success
RAP757,2.26665,99.76394,RANTAU PRAPAT,success
RAP758,2.34152,99.72416,RANTAU PRAPAT,success
RAP759,2.40588,99.83738,RANTAU PRAPAT,success
RAP760,2.26063,99.82422,RANTAU PRAPAT,success
RAP763,2.57969,100.01298,RANTAU PRAPAT,success
RAP764,2.47819,99.6346,RANTAU PRAPAT,success
RAP804,2.35915,99.75297,RANTAU PRAPAT,success
RAP806,2.57758,99.72803,RANTAU PRAPAT,success
RAP815,2.77694,99.96544,RANTAU PRAPAT,success
RAP816,2.66361,100.0579,RANTAU PRAPAT,success
RAP821,2.31284,99.81978,RANTAU PRAPAT,success
RAP825,2.46131,99.64404,RANTAU PRAPAT,success
RAP826,2.49561,99.62631,RANTAU PRAPAT,success
RAP827,2.51469,99.64332,RANTAU PRAPAT,success
RAP837,2.18384,99.77079,RANTAU PRAPAT,success
RAP838,2.42929,99.67027,RANTAU PRAPAT,success
RAP844,2.27156,99.85159,RANTAU PRAPAT,success
RAP860,2.72655,99.94837,RANTAU PRAPAT,success
RAP871,2.26413,99.77852,RANTAU PRAPAT,success
RAP872,2.37258,99.7717,RANTAU PRAPAT,success
RAP876,2.55662,100.04852,RANTAU PRAPAT,success
RAP878,2.21478,99.9011,RANTAU PRAPAT,success
RAP879,2.28196,99.87386,RANTAU PRAPAT,success
RAP885,2.2838,99.76657,RANTAU PRAPAT,success
RAP886,2.23583,99.82536,RANTAU PRAPAT,success
RAP891,2.50737,99.94911,RANTAU PRAPAT,success
RAP894,2.52393,99.83346,RANTAU PRAPAT,success
RAP895,2.56633,99.55571,RANTAU PRAPAT,success
RAP898,2.22362,99.77652,RANTAU PRAPAT,success
RAP899,2.531,99.66152,RANTAU PRAPAT,success
RAP900,2.53039,99.70478,RANTAU PRAPAT,success
RAP906,2.29369,99.6431,RANTAU PRAPAT,success
RAP915,2.57973,99.74865,RANTAU PRAPAT,success
RAP917,2.51518,99.60242,RANTAU PRAPAT,success
RAP918,2.83677,99.97286,RANTAU PRAPAT,success
RAP925,2.69038,99.9435,RANTAU PRAPAT,success
RAP938,2.34327,99.83425,RANTAU PRAPAT,success
RAP945,2.23621,99.70329,RANTAU PRAPAT,success
RAP978,2.77012,99.93745,RANTAU PRAPAT,success
RAP981,2.21163,99.8243,RANTAU PRAPAT,success
RAP983,2.60349,100.0377,RANTAU PRAPAT,success
RAP984,2.31762,99.86968,RANTAU PRAPAT,success
RAP986,2.4118,99.75334,RANTAU PRAPAT,success
RAP990,2.36674,99.71609,RANTAU PRAPAT,success
RAP991,2.592289,99.980746,RANTAU PRAPAT,success
RAP998,2.31643,99.76768,RANTAU PRAPAT,success
RPX003,2.19555,100.04689,RANTAU PRAPAT,success
RAP004,2.56428,100.27867,RANTAU PRAPAT,success
RAP039,2.46934,100.1102,RANTAU PRAPAT,success
RAP052,2.49991,100.11267,RANTAU PRAPAT,success
RAP055,2.09791,99.81813,RANTAU PRAPAT,success
RAP057,2.09674,99.8346,RANTAU PRAPAT,success
RAP075,1.96052,99.8778,RANTAU PRAPAT,success
RAP076,2.15233,99.78485,RANTAU PRAPAT,success
RAP078,2.08885,99.90862,RANTAU PRAPAT,success
RAP108,2.18185,100.02835,RANTAU PRAPAT,success
RAP119,2.102664,99.81729,RANTAU PRAPAT,success
RAP120,2.47815,100.0489,RANTAU PRAPAT,success
RAP121,2.40638,100.0516,RANTAU PRAPAT,success
RAP127,2.098172,99.829241,RANTAU PRAPAT,success
RAP128,2.1019,99.82463,RANTAU PRAPAT,success
RAP131,2.17068,99.89672,RANTAU PRAPAT,success
RAP133,1.93745,99.87659,RANTAU PRAPAT,success
RAP136,2.09798,99.8249,RANTAU PRAPAT,success
RAP137,2.0685,99.94702,RANTAU PRAPAT,success
RAP140,2.0988,99.832,RANTAU PRAPAT,success
RAP144,2.10144,99.83847,RANTAU PRAPAT,success
RAP156,2.0878,99.84964,RANTAU PRAPAT,success
RAP181,2.61383,100.12397,RANTAU PRAPAT,success
RAP231,2.08582,99.83266,RANTAU PRAPAT,success
RAP234,2.26434,100.20658,RANTAU PRAPAT,success
RAP242,2.05471,99.6788,RANTAU PRAPAT,success
RAP247,2.1522,99.80796,RANTAU PRAPAT,success
RAP248,2.09767,99.8433,RANTAU PRAPAT,success
RAP250,2.09507,99.84814,RANTAU PRAPAT,success
RAP256,2.31779,100.09844,RANTAU PRAPAT,success
RAP257,2.27371,100.09488,RANTAU PRAPAT,success
RAP261,2.07518,99.9592,RANTAU PRAPAT,success
RAP273,2.07921,99.84108,RANTAU PRAPAT,success
RAP275,2.15942,99.96899,RANTAU PRAPAT,success
RAP280,2.59385,100.13103,RANTAU PRAPAT,success
RAP284,2.06787,100.018,RANTAU PRAPAT,success
RAP285,2.07538,99.9837,RANTAU PRAPAT,success
RAP288,2.37065,100.22898,RANTAU PRAPAT,success
RAP289,2.29131,100.20082,RANTAU PRAPAT,success
RAP295,2.13492,99.94231,RANTAU PRAPAT,success
RAP304,2.0471,99.76687,RANTAU PRAPAT,success
RAP318,2.04313,99.8769,RANTAU PRAPAT,success
RAP324,2.0893,99.83747,RANTAU PRAPAT,success
RAP329,2.07838,99.71402,RANTAU PRAPAT,success
RAP331,2.09209,99.8414,RANTAU PRAPAT,success
RAP376,2.09549,99.82136,RANTAU PRAPAT,success
RAP378,2.08866,99.84418,RANTAU PRAPAT,success
RAP380,2.06061,99.86039,RANTAU PRAPAT,success
RAP398,2.35688,100.10794,RANTAU PRAPAT,success
RAP400,1.97907,99.73019,RANTAU PRAPAT,success
RAP406,2.52676,100.15222,RANTAU PRAPAT,success
RAP437,2.09204,99.81569,RANTAU PRAPAT,success
RAP441,2.09708,99.85142,RANTAU PRAPAT,success
RAP447,2.093886,99.861979,RANTAU PRAPAT,success
RAP448,2.12399,99.78967,RANTAU PRAPAT,success
RAP450,2.08421,99.85532,RANTAU PRAPAT,success
RAP451,2.05832,99.95033,RANTAU PRAPAT,success
RAP455,2.4336304,100.27261,RANTAU PRAPAT,success
RAP456,2.47785,100.18192,RANTAU PRAPAT,success
RAP462,2.02424,99.87751,RANTAU PRAPAT,success
RAP463,2.06562,99.86945,RANTAU PRAPAT,success
RAP478,2.56711,100.14532,RANTAU PRAPAT,success
RAP481,2.12399,99.83729,RANTAU PRAPAT,success
RAP549,2.04232,99.8735,RANTAU PRAPAT,success
RAP556,2.06136,99.98109,RANTAU PRAPAT,success
RAP559,2.00169,99.9385,RANTAU PRAPAT,success
RAP586,2.10266,99.82858,RANTAU PRAPAT,success
RAP615,2.00597,99.89819,RANTAU PRAPAT,success
RAP633,2.06169,99.95427,RANTAU PRAPAT,success
RAP634,2.09895,99.8214,RANTAU PRAPAT,success
RAP637,2.31337,100.08838,RANTAU PRAPAT,success
RAP638,2.09564,99.8275,RANTAU PRAPAT,success
RAP640,2.47958,100.13374,RANTAU PRAPAT,success
RAP642,2.09308,99.8356,RANTAU PRAPAT,success
RAP643,2.11279,99.82273,RANTAU PRAPAT,success
RAP648,2.08306,99.84983,RANTAU PRAPAT,success
RAP649,2.08936,99.8325,RANTAU PRAPAT,success
RAP650,2.05069,99.87084,RANTAU PRAPAT,success
RAP724,2.0617,99.9598,RANTAU PRAPAT,success
RAP755,2.68158,100.16867,RANTAU PRAPAT,success
RAP756,2.11212,99.8145,RANTAU PRAPAT,success
RAP761,2.4601,100.1603,RANTAU PRAPAT,success
RAP765,2.07888,99.85166,RANTAU PRAPAT,success
RAP775,2.07881,99.82975,RANTAU PRAPAT,success
RAP801,2.08798,99.82476,RANTAU PRAPAT,success
RAP803,2.05397,99.86502,RANTAU PRAPAT,success
RAP808,1.99729,99.7413,RANTAU PRAPAT,success
RAP814,2.0668,99.93777,RANTAU PRAPAT,success
RAP820,2.03598,99.9081,RANTAU PRAPAT,success
RAP823,2.04245,100.039,RANTAU PRAPAT,success
RAP841,2.536944,100.0851,RANTAU PRAPAT,success
RAP842,2.09885,99.74248,RANTAU PRAPAT,success
RAP853,2.09173,99.82805,RANTAU PRAPAT,success
RAP858,2.44598,100.2224,RANTAU PRAPAT,success
RAP859,2.13766,99.87589,RANTAU PRAPAT,success
RAP868,2.05811,100.00339,RANTAU PRAPAT,success
